id,Title,Movie Link,Year,Duration,MPA,Rating,Votes,budget,grossWorldWide,opening_weekend_Gross,genres
tt0395802,Veergati,https://www.imdb.com/title/tt0395802,1995,2h 46m,,5.8,1.9K,,,,"['Action', 'Drama']"
tt0112451,Ballistic,https://www.imdb.com/title/tt0112451,1995,1h 36m,R,4.5,339,,,,"['Action', 'Thriller']"
tt0114234,Rangeela,https://www.imdb.com/title/tt0114234,1995,2h 22m,Not Rated,7.4,11K,,334412500.0,,"['Comedy', 'Drama', 'Musical', 'Romance']"
tt0112480,Bert: The Last Virgin,https://www.imdb.com/title/tt0112480,1995,1h 40m,,5.8,2.2K,,,,"['Comedy', 'Family', 'Romance']"
tt0112732,Breach of Trust,https://www.imdb.com/title/tt0112732,1995,1h 36m,R,5.2,519,,,,"['Action', 'Drama', 'Thriller']"
tt0114489,Soldier Boyz,https://www.imdb.com/title/tt0114489,1995,1h 30m,R,4.4,1.4K,,,,"['Dark Comedy', 'Action', 'Drama', 'Thriller', 'War']"
tt0112580,Broadcast Bombshells,https://www.imdb.com/title/tt0112580,1995,1h 20m,R,3.2,192,,,,['Comedy']
tt0109033,Abducted II: The Reunion,https://www.imdb.com/title/tt0109033,1995,1h 32m,R,3.6,201,1200000.0,,,"['Action', 'Thriller']"
tt0113711,Lover's Leap,https://www.imdb.com/title/tt0113711,1995,1h 30m,R,4.1,180,,,,"['Drama', 'Romance']"
tt0117357,The Pompatus of Love,https://www.imdb.com/title/tt0117357,1995,1h 39m,R,5.3,631,,,,"['Satire', 'Comedy', 'Drama', 'Romance']"
tt0427805,Sabik sa halik,https://www.imdb.com/title/tt0427805,1995,1h 37m,,6.9,28,,,,"['Action', 'Crime', 'Romance']"
tt0155516,Baby Love,https://www.imdb.com/title/tt0155516,1995,1h 30m,,7.1,29,,,,"['Drama', 'Romance']"
tt0112961,Water Child,https://www.imdb.com/title/tt0112961,1995,1h 43m,,7.0,203,,,,['Drama']
tt0112612,Caged Hearts,https://www.imdb.com/title/tt0112612,1995,1h 34m,R,4.2,193,,,,['Drama']
tt0108576,Witch Academy,https://www.imdb.com/title/tt0108576,1995,1h 23m,,3.8,269,140000.0,,,"['Comedy', 'Horror']"
tt0112546,Mouth to Mouth,https://www.imdb.com/title/tt0112546,1995,1h 46m,R,6.4,1.8K,,,,"['Satire', 'Comedy', 'Romance']"
tt0129532,Vice Academy 4,https://www.imdb.com/title/tt0129532,1995,1h 29m,R,4.1,257,,,,"['Comedy', 'Crime']"
tt0114455,Sinful Intrigue,https://www.imdb.com/title/tt0114455,1995,1h 28m,R,4.3,249,,,,"['Drama', 'Thriller']"
tt0112272,Ab Insaf Hoga,https://www.imdb.com/title/tt0112272,1995,2h 5m,Not Rated,5.2,47,,,,"['Action', 'Drama']"
tt0116564,Hot Ticket,https://www.imdb.com/title/tt0116564,1995,1h 21m,R,3.8,206,45000.0,,,['Action']
tt0113449,Jack-O,https://www.imdb.com/title/tt0113449,1995,1h 28m,R,3.4,1.7K,,,,"['Slasher Horror', 'Supernatural Horror', 'Horror']"
tt0113075,Fists of Iron,https://www.imdb.com/title/tt0113075,1995,1h 34m,R,4.7,361,,,,['Action']
tt0113153,My Father Is a Hero,https://www.imdb.com/title/tt0113153,1995,1h 44m,R,6.5,5.6K,,,,"['Martial Arts', 'Action', 'Crime', 'Drama', 'Thriller']"
tt0112473,Behind the Waterfall,https://www.imdb.com/title/tt0112473,1995,1h 34m,,6.0,237,,,,"['Drama', 'Fantasy']"
tt0056172,Lawrence of Arabia,https://www.imdb.com/title/tt0056172,1962,3h 47m,PG,8.3,324K,15000000.0,45763719.0,20846.0,"['Adventure Epic', 'Desert Adventure', 'War Epic', 'Adventure', 'Biography', 'Drama', 'War']"
tt0055928,Dr. No,https://www.imdb.com/title/tt0055928,1962,1h 50m,PG,7.2,184K,392022.0,16120643.0,,"['Spy', 'Action', 'Adventure', 'Thriller']"
tt0056218,The Manchurian Candidate,https://www.imdb.com/title/tt0056218,1962,2h 6m,PG-13,7.9,81K,2200000.0,2757256.0,87850.0,"['Conspiracy Thriller', 'Political Thriller', 'Psychological Thriller', 'Spy', 'Tragedy', 'Drama', 'Thriller']"
tt0056592,To Kill a Mockingbird,https://www.imdb.com/title/tt0056592,1962,2h 9m,Approved,8.3,340K,2000000.0,599934.0,357549.0,"['Legal Drama', 'Period Drama', 'Crime', 'Drama']"
tt0056210,Mafioso,https://www.imdb.com/title/tt0056210,1962,1h 45m,Not Rated,7.6,3.1K,,400019.0,29965.0,"['Comedy', 'Crime', 'Drama']"
tt0057427,The Trial,https://www.imdb.com/title/tt0057427,1962,1h 59m,Not Rated,7.6,25K,1300000.0,93688.0,7280.0,"['Legal Drama', 'Legal Thriller', 'Drama', 'Mystery', 'Thriller']"
tt0054821,Le Doulos,https://www.imdb.com/title/tt0054821,1962,1h 48m,Not Rated,7.7,12K,,91410.0,9362.0,"['Crime', 'Thriller']"
tt0056085,How the West Was Won,https://www.imdb.com/title/tt0056085,1962,2h 44m,G,7.1,24K,15000000.0,76729.0,28568.0,"['Classical Western', 'Western Epic', 'Adventure', 'War', 'Western']"
tt0054758,Le combat dans l'île,https://www.imdb.com/title/tt0054758,1962,1h 44m,PG-13,6.5,948,,50039.0,10217.0,"['Drama', 'Romance', 'Thriller']"
tt0056443,Sanjuro,https://www.imdb.com/title/tt0056443,1962,1h 36m,Not Rated,8.0,42K,,64161.0,15942.0,"['Samurai', 'Action', 'Drama', 'Thriller']"
tt0056663,Vivre sa vie,https://www.imdb.com/title/tt0056663,1962,1h 25m,Not Rated,7.8,36K,64000.0,65588.0,8336.0,"['Psychological Drama', 'Tragedy', 'Drama']"
tt0056111,Ivan's Childhood,https://www.imdb.com/title/tt0056111,1962,1h 35m,Not Rated,8.0,41K,,87638.0,11537.0,"['Coming-of-Age', 'Drama', 'War']"
tt0056141,A Kind of Loving,https://www.imdb.com/title/tt0056141,1962,1h 52m,Not Rated,7.3,2.8K,165000.0,6912.0,3278.0,"['Drama', 'Romance']"
tt0055032,Jules and Jim,https://www.imdb.com/title/tt0055032,1962,1h 45m,Not Rated,7.7,45K,,487117.0,11206.0,"['Period Drama', 'Psychological Drama', 'Tragic Romance', 'Drama', 'Romance']"
tt0056058,Harakiri,https://www.imdb.com/title/tt0056058,1962,2h 13m,Not Rated,8.6,76K,,15222.0,,"['Period Drama', 'Drama', 'Mystery']"
tt0056193,Lolita,https://www.imdb.com/title/tt0056193,1962,2h 33m,Approved,7.5,111K,2000000.0,7411.0,,"['Dark Comedy', 'Dark Romance', 'Teen Drama', 'Tragedy', 'Tragic Romance', 'Crime', 'Drama', 'Romance']"
tt0056262,The Music Man,https://www.imdb.com/title/tt0056262,1962,2h 31m,G,7.7,20K,4240000.0,,,"['Classic Musical', 'Comedy', 'Family', 'Musical', 'Romance']"
tt0056341,Period of Adjustment,https://www.imdb.com/title/tt0056341,1962,1h 52m,Approved,6.2,1.7K,,,,"['Comedy', 'Drama']"
tt0056217,The Man Who Shot Liberty Valance,https://www.imdb.com/title/tt0056217,1962,2h 3m,Approved,8.1,85K,3200000.0,,,"['Classical Western', 'Drama', 'Western']"
tt0056687,What Ever Happened to Baby Jane?,https://www.imdb.com/title/tt0056687,1962,2h 14m,Approved,8.0,64K,980000.0,4154.0,,"['Psychological Horror', 'Psychological Thriller', 'Drama', 'Horror', 'Thriller']"
tt0056197,The Longest Day,https://www.imdb.com/title/tt0056197,1962,2h 58m,G,7.7,61K,10000000.0,,,"['Historical Epic', 'War Epic', 'Action', 'Drama', 'History', 'War']"
tt0055824,Cape Fear,https://www.imdb.com/title/tt0055824,1962,1h 46m,Approved,7.7,33K,3000000.0,,,"['Psychological Thriller', 'Drama', 'Thriller']"
tt0056241,The Miracle Worker,https://www.imdb.com/title/tt0056241,1962,1h 46m,Approved,8.1,21K,500000.0,4139.0,,"['Period Drama', 'Biography', 'Drama']"
tt0056059,Hatari!,https://www.imdb.com/title/tt0056059,1962,2h 37m,Approved,7.1,15K,,9276.0,,"['Action', 'Adventure', 'Comedy', 'Drama', 'Romance']"
tt0056264,Mutiny on the Bounty,https://www.imdb.com/title/tt0056264,1962,2h 58m,Approved,7.2,18K,19000000.0,,,"['Adventure Epic', 'Globetrotting Adventure', 'Historical Epic', 'Period Drama', 'Psychological Drama', 'Quest', 'Steamy Romance', 'Adventure', 'Drama', 'History']"
tt0055830,Carnival of Souls,https://www.imdb.com/title/tt0055830,1962,1h 18m,PG,7.0,29K,30000.0,,,"['B-Horror', 'Supernatural Horror', 'Horror', 'Mystery']"
tt0055875,Crooks Anonymous,https://www.imdb.com/title/tt0055875,1962,1h 28m,,6.2,713,,,,"['Comedy', 'Crime']"
tt0056732,The Exterminating Angel,https://www.imdb.com/title/tt0056732,1962,1h 35m,Not Rated,8.0,36K,,1843.0,,"['Dark Comedy', 'Drama', 'Fantasy']"
tt0056048,Gypsy,https://www.imdb.com/title/tt0056048,1962,2h 23m,Approved,7.1,7.2K,4000000.0,,,"['Classic Musical', 'Biography', 'Comedy', 'Drama', 'Musical']"
tt0056347,The Phantom of the Opera,https://www.imdb.com/title/tt0056347,1962,1h 24m,Approved,6.4,3.9K,180000.0,,,"['Dark Romance', 'Drama', 'Horror', 'Music', 'Mystery', 'Romance', 'Thriller']"
tt0056736,L'Eclisse,https://www.imdb.com/title/tt0056736,1962,2h 6m,Not Rated,7.7,23K,,5947.0,,"['Drama', 'Romance']"
tt0057318,A Dog's Life,https://www.imdb.com/title/tt0057318,1962,1h 48m,Approved,6.2,4.6K,,,,"['Documentary', 'Horror']"
tt0056556,Taras Bulba,https://www.imdb.com/title/tt0056556,1962,2h 2m,Approved,6.3,4.6K,7000000.0,,,"['Adventure', 'Drama', 'History', 'Romance', 'War']"
tt0056575,That Touch of Mink,https://www.imdb.com/title/tt0056575,1962,1h 39m,Approved,6.6,11K,,,,"['Romantic Comedy', 'Comedy', 'Romance']"
tt0055852,Cléo from 5 to 7,https://www.imdb.com/title/tt0055852,1962,1h 30m,Not Rated,7.8,29K,,1886.0,,"['Psychological Drama', 'Comedy', 'Drama', 'Music']"
tt0055895,Days of Wine and Roses,https://www.imdb.com/title/tt0055895,1962,1h 57m,Approved,7.8,14K,,2031.0,,"['Tragedy', 'Drama']"
tt0056671,Walk on the Wild Side,https://www.imdb.com/title/tt0056671,1962,1h 54m,Approved,6.7,3.1K,,,,"['Drama', 'Romance']"
tt0056194,The Loneliness of the Long Distance Runner,https://www.imdb.com/title/tt0056194,1962,1h 44m,Not Rated,7.5,9.6K,,,,"['Drama', 'Sport']"
tt0056526,State Fair,https://www.imdb.com/title/tt0056526,1962,2h,Approved,5.9,1.4K,4500000.0,,,"['Musical', 'Romance']"
tt0056291,Knife in the Water,https://www.imdb.com/title/tt0056291,1962,1h 34m,Not Rated,7.4,24K,,,,"['Psychological Drama', 'Drama', 'Thriller']"
tt0055798,Birdman of Alcatraz,https://www.imdb.com/title/tt0055798,1962,2h 27m,Approved,7.8,20K,2650000.0,,,"['Prison Drama', 'Biography', 'Crime', 'Drama']"
tt0052646,The Brain That Wouldn't Die,https://www.imdb.com/title/tt0052646,1962,1h 22m,Approved,4.5,7.8K,62000.0,,,"['B-Horror', 'Body Horror', 'Horror', 'Sci-Fi']"
tt0055805,Boccaccio '70,https://www.imdb.com/title/tt0055805,1962,3h 25m,Unrated,7.0,5.2K,,10641.0,,"['Comedy', 'Fantasy', 'Romance']"
tt0056412,Ride the High Country,https://www.imdb.com/title/tt0056412,1962,1h 34m,Approved,7.4,15K,813000.0,,,"['Classical Western', 'Drama', 'Western']"
tt0056255,Mr. Hobbs Takes a Vacation,https://www.imdb.com/title/tt0056255,1962,1h 56m,Approved,6.8,6.1K,2000000.0,,,"['Satire', 'Comedy', 'Family']"
tt0056112,Jack the Giant Killer,https://www.imdb.com/title/tt0056112,1962,1h 34m,Approved,6.3,3.2K,3000000.0,,,"['Sword & Sorcery', 'Adventure', 'Family', 'Fantasy']"
tt0056195,Lonely Are the Brave,https://www.imdb.com/title/tt0056195,1962,1h 47m,Approved,7.6,10K,2000000.0,,,"['Contemporary Western', 'Epic', 'Prison Drama', 'Drama', 'Western']"
tt0055972,Experiment in Terror,https://www.imdb.com/title/tt0055972,1962,2h 3m,Approved,7.3,7K,,,,"['Psychological Thriller', 'Crime', 'Mystery', 'Thriller']"
tt0055399,Salvatore Giuliano,https://www.imdb.com/title/tt0055399,1962,2h 5m,Not Rated,7.3,4.4K,,,,"['Crime', 'Drama', 'History', 'Mystery']"
tt0056062,Hell Is for Heroes,https://www.imdb.com/title/tt0056062,1962,1h 30m,Approved,6.9,7.7K,2500000.0,,,"['Drama', 'War']"
tt0056504,Sodom and Gomorrah,https://www.imdb.com/title/tt0056504,1962,2h 34m,G,5.7,2.3K,,,,"['Desert Adventure', 'Historical Epic', 'Adventure', 'Drama', 'History']"
tt0056541,Sweet Bird of Youth,https://www.imdb.com/title/tt0056541,1962,2h,Approved,7.1,8.7K,,60.0,,"['Drama', 'Romance']"
tt0056186,The Lion,https://www.imdb.com/title/tt0056186,1962,1h 36m,Approved,6.1,811,,,,"['B-Action', 'Coming-of-Age', 'Jungle Adventure', 'Adventure', 'Drama']"
tt0056417,The Road to Hong Kong,https://www.imdb.com/title/tt0056417,1962,1h 31m,Approved,6.1,2.8K,,,,"['Buddy Comedy', 'Comedy', 'Musical', 'Sci-Fi']"
tt0056512,The Easy Life,https://www.imdb.com/title/tt0056512,1962,1h 48m,Not Rated,8.2,13K,,,,"['Comedy', 'Drama']"
tt0056637,The Underwater City,https://www.imdb.com/title/tt0056637,1962,1h 18m,Not Rated,4.7,206,350000.0,,,['Sci-Fi']
tt13364334,King Kong vs. Godzilla,https://www.imdb.com/title/tt13364334,1962,1h 37m,,6.2,2.3K,,,,"['Dinosaur Adventure', 'Disaster', 'Kaiju', 'Quirky Comedy', 'Satire', 'Supernatural Fantasy', 'Urban Adventure', 'Adventure', 'Comedy', 'Fantasy']"
tt0057093,Gay Purr-ee,https://www.imdb.com/title/tt0057093,1962,1h 25m,Approved,6.6,2.2K,1300000.0,,,"['Animation', 'Comedy', 'Family', 'Musical']"
tt0055719,The 300 Spartans,https://www.imdb.com/title/tt0055719,1962,1h 54m,Approved,6.5,7.8K,500000.0,,,"['Historical Epic', 'Sword & Sandal', 'Adventure', 'Drama', 'History', 'War']"
tt0056700,The Wonderful World of the Brothers Grimm,https://www.imdb.com/title/tt0056700,1962,2h 15m,G,6.4,2.3K,6250000.0,,,"['Adventure', 'Biography', 'Comedy', 'Drama', 'Family', 'Fantasy', 'Musical', 'Romance']"
tt0056289,The Notorious Landlady,https://www.imdb.com/title/tt0056289,1962,2h 3m,Approved,6.7,3K,,11040.0,,"['Comedy', 'Mystery']"
tt0056211,The Magic Sword,https://www.imdb.com/title/tt0056211,1962,1h 20m,Approved,4.8,2.7K,,,,"['Quest', 'Sword & Sorcery', 'Adventure', 'Drama', 'Fantasy']"
tt0056023,Girls! Girls! Girls!,https://www.imdb.com/title/tt0056023,1962,1h 46m,PG,5.6,3.7K,,,,"['Comedy', 'Musical']"
tt0056406,Requiem for a Heavyweight,https://www.imdb.com/title/tt0056406,1962,1h 35m,Approved,7.8,5K,1100000.0,,,"['Boxing', 'Drama', 'Sport']"
tt0056196,Long Day's Journey Into Night,https://www.imdb.com/title/tt0056196,1962,2h 54m,Not Rated,7.5,6.1K,500000.0,,,"['Period Drama', 'Tragedy', 'Drama']"
tt0054614,All Night Long,https://www.imdb.com/title/tt0054614,1962,1h 31m,Not Rated,7.1,1.7K,,,,"['Psychological Drama', 'Showbiz Drama', 'Drama', 'Music']"
tt0056121,Jigsaw,https://www.imdb.com/title/tt0056121,1962,1h 37m,Not Rated,7.2,1.7K,,,,"['Crime', 'Drama', 'Mystery', 'Thriller']"
tt0056083,House on Bare Mountain,https://www.imdb.com/title/tt0056083,1962,1h 2m,Unrated,4.1,728,,,,"['Comedy', 'Horror']"
tt0056016,Geronimo,https://www.imdb.com/title/tt0056016,1962,1h 41m,Approved,5.8,1.4K,,,,"['Action', 'Biography', 'Drama', 'History', 'Western']"
tt0056496,Six Black Horses,https://www.imdb.com/title/tt0056496,1962,1h 20m,Approved,6.4,1K,500000.0,,,"['Classical Western', 'Drama', 'Western']"
tt0057518,Son of Flubber,https://www.imdb.com/title/tt0057518,1962,1h 42m,G,6.1,3.3K,2000000.0,,,"['Comedy', 'Family', 'Sci-Fi']"
tt0056012,The Inn on the River,https://www.imdb.com/title/tt0056012,1962,1h 32m,,6.5,1.1K,,,,"['Crime', 'Drama']"
tt0055728,Advise & Consent,https://www.imdb.com/title/tt0055728,1962,2h 19m,Approved,7.7,7.7K,,,,"['Political Drama', 'Political Thriller', 'Drama', 'Thriller']"
tt0056447,Satan Never Sleeps,https://www.imdb.com/title/tt0056447,1962,2h 5m,Approved,6.0,901,2885000.0,,,"['Drama', 'History', 'War']"
tt0055796,Billy Budd,https://www.imdb.com/title/tt0055796,1962,2h 3m,Approved,7.8,5.1K,,,,"['Adventure', 'Drama', 'War']"
tt0056444,An Autumn Afternoon,https://www.imdb.com/title/tt0056444,1962,1h 53m,Not Rated,8.0,11K,,27189.0,,['Drama']
tt0056355,The Bellboy and the Playgirls,https://www.imdb.com/title/tt0056355,1962,1h 34m,,2.7,390,,,,['Comedy']
tt0055992,Follow That Dream,https://www.imdb.com/title/tt0055992,1962,1h 49m,Approved,6.5,3.1K,,,,"['Comedy', 'Musical', 'Romance']"
tt0055988,Five Weeks in a Balloon,https://www.imdb.com/title/tt0055988,1962,1h 41m,PG,5.7,1.4K,2340000.0,,,"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Romance', 'Sci-Fi']"
tt0056215,Mamma Roma,https://www.imdb.com/title/tt0056215,1962,1h 50m,Not Rated,7.8,11K,,14910.0,,['Drama']
tt0056331,Panic in Year Zero!,https://www.imdb.com/title/tt0056331,1962,1h 33m,Approved,6.6,5K,225000.0,,,"['Action', 'Sci-Fi', 'Thriller']"
tt0056095,In Search of the Castaways,https://www.imdb.com/title/tt0056095,1962,1h 38m,G,6.5,3.5K,,,,"['Adventure', 'Family', 'Fantasy']"
tt0056480,Sherlock Holmes and the Deadly Necklace,https://www.imdb.com/title/tt0056480,1962,1h 24m,,5.4,1.3K,,,,"['Crime', 'Drama', 'Mystery', 'Thriller']"
tt0056138,Kid Galahad,https://www.imdb.com/title/tt0056138,1962,1h 36m,Approved,6.1,3.2K,,,,"['Drama', 'Musical', 'Sport']"
tt0055892,David and Lisa,https://www.imdb.com/title/tt0055892,1962,1h 35m,Not Rated,7.2,3.4K,185000.0,,,['Drama']
tt0056552,Tales of Terror,https://www.imdb.com/title/tt0056552,1962,1h 29m,Approved,6.8,8.7K,,,,"['Comedy', 'Horror', 'Mystery', 'Thriller']"
tt0055019,The Intruder,https://www.imdb.com/title/tt0055019,1962,1h 24m,PG-13,7.5,4.3K,90000.0,,,['Drama']
tt0055831,Carry on Cruising,https://www.imdb.com/title/tt0055831,1962,1h 29m,Not Rated,6.1,3.3K,,,,"['Parody', 'Comedy', 'Romance']"
tt0054890,The Four Horsemen of the Apocalypse,https://www.imdb.com/title/tt0054890,1962,2h 33m,Approved,6.5,2.4K,7174000.0,,,"['Drama', 'War']"
tt0056037,La gran familia,https://www.imdb.com/title/tt0056037,1962,1h 44m,,6.6,646,,,,"['Comedy', 'Drama']"
tt0054665,The Fabulous Baron Munchausen,https://www.imdb.com/title/tt0054665,1962,1h 23m,Not Rated,7.7,3.2K,,,,"['Adventure', 'Animation', 'Comedy', 'Fantasy', 'Romance', 'Sci-Fi', 'War']"
tt0055793,Big Red,https://www.imdb.com/title/tt0055793,1962,1h 29m,Not Rated,6.3,864,,,,"['Adventure', 'Drama', 'Family']"
tt0056279,Night of the Eagle,https://www.imdb.com/title/tt0056279,1962,1h 30m,Not Rated,6.9,4.3K,200000.0,,,"['Supernatural Horror', 'Drama', 'Horror']"
tt0056576,The Damned,https://www.imdb.com/title/tt0056576,1962,1h 27m,Approved,6.6,4.2K,500000.0,,,"['Drama', 'Fantasy', 'Horror', 'Romance', 'Sci-Fi']"
tt0153167,Tonight for Sure,https://www.imdb.com/title/tt0153167,1962,1h 9m,,2.9,391,,,,"['Comedy', 'Western']"
tt0056093,If a Man Answers,https://www.imdb.com/title/tt0056093,1962,1h 42m,Approved,6.8,1.3K,,,,"['Comedy', 'Romance']"
tt0055871,The Counterfeit Traitor,https://www.imdb.com/title/tt0055871,1962,2h 20m,Approved,7.4,3.1K,,,,"['Drama', 'History', 'Thriller', 'War']"
tt0054949,War of the Buttons,https://www.imdb.com/title/tt0054949,1962,1h 30m,,7.4,2.9K,,,,"['Comedy', 'Family']"
tt0055738,All Fall Down,https://www.imdb.com/title/tt0055738,1962,1h 51m,Approved,6.8,2.4K,1200000.0,,,['Drama']
tt0059616,The Trial of Joan of Arc,https://www.imdb.com/title/tt0059616,1962,1h 4m,,7.4,6.2K,,,,"['Period Drama', 'Biography', 'Drama', 'History']"
tt0055977,The Fast Lady,https://www.imdb.com/title/tt0055977,1962,1h 35m,Approved,6.1,887,,,,['Comedy']
tt0056714,The Tale of Zatoichi,https://www.imdb.com/title/tt0056714,1962,1h 35m,Not Rated,7.6,6.1K,,,,"['Martial Arts', 'Period Drama', 'Samurai', 'Sword & Sandal', 'Action', 'Adventure', 'Drama']"
tt0055905,Diamond Head,https://www.imdb.com/title/tt0055905,1962,1h 47m,Approved,6.0,1.1K,3000000.0,,,"['Drama', 'Romance']"
tt0056470,Sergeants 3,https://www.imdb.com/title/tt0056470,1962,1h 52m,Approved,5.9,1.4K,,,,"['Comedy', 'Western']"
tt0056277,Night Creatures,https://www.imdb.com/title/tt0056277,1962,1h 22m,Approved,6.6,3.8K,,,,"['Adventure', 'Drama']"
tt0056127,Journey to the Seventh Planet,https://www.imdb.com/title/tt0056127,1962,1h 17m,Approved,4.7,1.9K,74600.0,,,"['Action', 'Adventure', 'Fantasy', 'Horror', 'Sci-Fi']"
tt0055832,Cartouche,https://www.imdb.com/title/tt0055832,1962,1h 54m,Not Rated,6.5,3K,,,,"['Swashbuckler', 'Action', 'Adventure', 'Comedy', 'Drama']"
tt0055841,The Chapman Report,https://www.imdb.com/title/tt0055841,1962,2h 5m,Approved,5.5,1.1K,,,,"['Psychological Drama', 'Drama', 'Romance']"
tt0055408,Santo vs. the Vampire Women,https://www.imdb.com/title/tt0055408,1962,1h 29m,Not Rated,3.9,1.5K,,,,"['Superhero', 'Action', 'Horror']"
tt0056144,Destiny's Son,https://www.imdb.com/title/tt0056144,1962,1h 11m,,7.0,622,,,,"['Samurai', 'Action', 'Drama']"
tt0055950,Electra,https://www.imdb.com/title/tt0055950,1962,1h 50m,Not Rated,7.6,1.9K,,,,"['Tragedy', 'Drama']"
tt0055998,Freud,https://www.imdb.com/title/tt0055998,1962,2h 20m,Approved,7.2,3.5K,4000000.0,6388.0,,"['Period Drama', 'Biography', 'Drama']"
tt0055391,Secret of the Red Orchid,https://www.imdb.com/title/tt0055391,1962,1h 24m,Not Rated,5.5,732,,,,"['Crime', 'Mystery', 'Thriller']"
tt0056676,The War Lover,https://www.imdb.com/title/tt0056676,1962,1h 45m,Approved,6.5,2.3K,,4475.0,,"['Survival', 'Adventure', 'Drama', 'War']"
tt0056315,The Horrible Dr. Hichcock,https://www.imdb.com/title/tt0056315,1962,1h 16m,Not Rated,6.3,2.1K,,,,['Horror']
tt0055946,Eegah,https://www.imdb.com/title/tt0055946,1962,1h 32m,Unrated,2.3,6.2K,15000.0,,,"['Adventure', 'Comedy', 'Fantasy', 'Horror', 'Music']"
tt0056387,The Quare Fellow,https://www.imdb.com/title/tt0056387,1962,1h 25m,Not Rated,6.8,420,,,,"['Crime', 'Drama']"
tt0056566,Tender Is the Night,https://www.imdb.com/title/tt0056566,1962,2h 22m,Approved,6.0,933,3900000.0,,,['Drama']
tt0056159,Den kære familie,https://www.imdb.com/title/tt0056159,1962,1h 49m,,6.3,111,,,,"['Comedy', 'Family']"
tt1836776,The Prince and the Pauper,https://www.imdb.com/title/tt1836776,1962,1h 33m,TV-PG,6.3,469,,,,['Adventure']
tt0056117,Jessica,https://www.imdb.com/title/tt0056117,1962,1h 52m,Not Rated,5.6,458,,,,"['Screwball Comedy', 'Comedy', 'Drama', 'Romance']"
tt0056368,The Premature Burial,https://www.imdb.com/title/tt0056368,1962,1h 21m,Unrated,6.5,5.1K,1250000.0,,,"['Drama', 'Horror', 'Mystery', 'Thriller']"
tt0056424,Rome Adventure,https://www.imdb.com/title/tt0056424,1962,1h 59m,Approved,6.4,1.5K,,,,"['Coming-of-Age', 'Holiday Romance', 'Drama', 'Romance']"
tt0055884,Damn the Defiant!,https://www.imdb.com/title/tt0055884,1962,1h 41m,Approved,7.1,3.1K,,,,"['Period Drama', 'Sea Adventure', 'Action', 'Drama', 'History', 'War']"
tt0056625,Two Weeks in Another Town,https://www.imdb.com/title/tt0056625,1962,1h 47m,Approved,6.4,3.1K,3959000.0,300.0,,['Drama']
tt0056352,Planeta bur,https://www.imdb.com/title/tt0056352,1962,1h 18m,,6.3,1.5K,,,,"['Adventure', 'Sci-Fi']"
tt0057239,The L-Shaped Room,https://www.imdb.com/title/tt0057239,1962,2h 6m,,7.3,2.3K,,161.0,,"['Drama', 'Romance']"
tt0056606,Tower of London,https://www.imdb.com/title/tt0056606,1962,1h 19m,Approved,6.3,2.8K,200000.0,,,"['Period Drama', 'Drama', 'History', 'Horror', 'Thriller']"
tt0056452,The Treasure of the Silver Lake,https://www.imdb.com/title/tt0056452,1962,1h 22m,,6.8,3.8K,2900000.0,,,"['Adventure', 'Drama', 'Western']"
tt0056404,Love on a Pillow,https://www.imdb.com/title/tt0056404,1962,1h 42m,Not Rated,5.5,755,,,,"['Drama', 'Romance']"
tt0056202,Lulu,https://www.imdb.com/title/tt0056202,1962,1h 40m,,6.7,115,,,,"['Crime', 'Drama']"
tt0056346,Phaedra,https://www.imdb.com/title/tt0056346,1962,1h 55m,Not Rated,6.8,2K,,,,['Drama']
tt0204245,Deadly Duo,https://www.imdb.com/title/tt0204245,1962,1h 10m,Not Rated,5.4,242,,,,['Mystery']
tt0057060,The Slave,https://www.imdb.com/title/tt0057060,1962,1h 40m,,5.9,639,,,,"['Action Epic', 'Adventure Epic', 'Desert Adventure', 'Epic', 'Historical Epic', 'Period Drama', 'Sword & Sandal', 'War Epic', 'Adventure', 'Drama']"
tt0055599,A Very Private Affair,https://www.imdb.com/title/tt0055599,1962,1h 43m,,5.6,1.3K,,,,['Drama']
tt0188195,The Seventh Juror,https://www.imdb.com/title/tt0188195,1962,1h 30m,,7.5,1K,,,,"['Crime', 'Drama']"
tt0134614,The Girls,https://www.imdb.com/title/tt0134614,1962,1h 38m,,7.8,4.7K,,,,"['Comedy', 'Romance']"
tt0055797,Billy Rose's Jumbo,https://www.imdb.com/title/tt0055797,1962,2h 3m,G,6.1,1.8K,5256000.0,,,"['Romantic Comedy', 'Comedy', 'Musical', 'Romance']"
tt0055740,Almost Angels,https://www.imdb.com/title/tt0055740,1962,1h 33m,Not Rated,6.3,706,,,,"['Comedy', 'Family', 'Music']"
tt0056189,Live Now - Pay Later,https://www.imdb.com/title/tt0056189,1962,1h 44m,,6.6,228,,,,"['Comedy', 'Drama']"
tt0056579,The Three Stooges Meet Hercules,https://www.imdb.com/title/tt0056579,1962,1h 29m,Approved,6.1,1.2K,450000.0,,,"['Slapstick', 'Comedy', 'Family', 'Fantasy']"
tt0057069,40 Pounds of Trouble,https://www.imdb.com/title/tt0057069,1962,1h 46m,Approved,6.3,1.2K,,,,"['Screwball Comedy', 'Comedy']"
