id,Title,Movie Link,Year,Duration,MPA,Rating,Votes,budget,grossWorldWide,opening_weekend_Gross,genres
tt1934231,Delhi Belly,https://www.imdb.com/title/tt1934231,2011,1h 43m,Not Rated,7.6,33K,,16706074.0,581943.0,"['Dark Comedy', 'Action', 'Comedy', 'Crime', 'Thriller']"
tt1827512,The Kid with a Bike,https://www.imdb.com/title/tt1827512,2011,1h 27m,PG-13,7.4,29K,,7011798.0,45933.0,['Drama']
tt1645080,The Art of Getting By,https://www.imdb.com/title/tt1645080,2011,1h 23m,PG-13,6.5,61K,,1892130.0,679160.0,"['Drama', 'Romance']"
tt0461336,Private Pérez,https://www.imdb.com/title/tt0461336,2011,1h 45m,PG-13,5.9,2K,,9330465.0,664517.0,"['Dark Comedy', 'Adventure', 'Comedy', 'Western']"
tt1270262,The Devil's Double,https://www.imdb.com/title/tt1270262,2011,1h 49m,R,7.0,64K,19100000.0,5728213.0,96414.0,"['Biography', 'Drama', 'Thriller']"
tt1541995,Snow Flower and the Secret Fan,https://www.imdb.com/title/tt1541995,2011,2h,PG-13,6.1,4.1K,6000000.0,11348205.0,134005.0,"['Drama', 'History']"
tt1549572,Another Earth,https://www.imdb.com/title/tt1549572,2011,1h 32m,PG-13,6.9,102K,100000.0,1938783.0,77740.0,"['Tragedy', 'Drama', 'Mystery', 'Romance', 'Sci-Fi']"
tt1592281,Take This Waltz,https://www.imdb.com/title/tt1592281,2011,1h 56m,R,6.5,31K,,4965950.0,137019.0,"['Psychological Drama', 'Comedy', 'Drama']"
tt1613023,"Beats, Rhymes & Life: The Travels of A Tribe Called Quest",https://www.imdb.com/title/tt1613023,2011,1h 37m,R,7.6,4.1K,,1200326.0,111982.0,"['Documentary', 'Music']"
tt1614989,Headhunters,https://www.imdb.com/title/tt1614989,2011,1h 40m,R,7.5,109K,30300000.0,19387088.0,43013.0,"['Caper', 'Dark Comedy', 'Action', 'Crime', 'Thriller']"
tt1416801,Kill the Irishman,https://www.imdb.com/title/tt1416801,2011,1h 46m,R,7.0,52K,12000000.0,1188194.0,145430.0,"['True Crime', 'Biography', 'Crime', 'Drama']"
tt1700844,The Deep Blue Sea,https://www.imdb.com/title/tt1700844,2011,1h 38m,R,6.2,17K,,3143514.0,123841.0,"['Drama', 'Romance']"
tt0873886,Red State,https://www.imdb.com/title/tt0873886,2011,1h 28m,R,6.1,69K,4000000.0,1874460.0,204230.0,"['Conspiracy Thriller', 'Action', 'Horror', 'Thriller']"
tt1985981,Desi Boyz,https://www.imdb.com/title/tt1985981,2011,2h 2m,Not Rated,5.7,15K,2000000.0,2355293.0,702325.0,"['Comedy', 'Drama', 'Romance']"
tt1316616,There Be Dragons,https://www.imdb.com/title/tt1316616,2011,2h 2m,PG-13,5.7,5.2K,36000000.0,4372642.0,705537.0,"['Biography', 'Drama', 'War']"
tt1787777,Page One,https://www.imdb.com/title/tt1787777,2011,1h 32m,R,6.9,3.5K,,1077982.0,28911.0,['Documentary']
tt1417075,In Darkness,https://www.imdb.com/title/tt1417075,2011,2h 25m,R,7.3,11K,,9955885.0,27413.0,"['Drama', 'War']"
tt1478964,Attack the Block,https://www.imdb.com/title/tt1478964,2011,1h 28m,R,6.7,113K,13000000.0,6206022.0,139506.0,"['Alien Invasion', 'High-Concept Comedy', 'Teen Comedy', 'Urban Adventure', 'Action', 'Adventure', 'Comedy', 'Sci-Fi', 'Thriller']"
tt2053352,Diana Vreeland: The Eye Has to Travel,https://www.imdb.com/title/tt2053352,2011,1h 26m,PG-13,7.5,1.7K,,1721472.0,63700.0,"['Biography', 'Documentary']"
tt2008513,First Position,https://www.imdb.com/title/tt2008513,2011,1h 35m,Not Rated,7.5,3.5K,,1730824.0,48024.0,['Documentary']
tt1667307,Damsels in Distress,https://www.imdb.com/title/tt1667307,2011,1h 39m,PG-13,5.8,10K,,1314358.0,58589.0,"['Comedy', 'Drama', 'Romance']"
tt1798188,From Up on Poppy Hill,https://www.imdb.com/title/tt1798188,2011,1h 31m,PG,7.4,55K,22000000.0,61485364.0,57585.0,"['Anime', 'Feel-Good Romance', 'Hand-Drawn Animation', 'Period Drama', 'Slice of Life', 'Teen Comedy', 'Teen Drama', 'Teen Romance', 'Animation', 'Comedy']"
tt1773109,Yamla Pagla Deewana,https://www.imdb.com/title/tt1773109,2011,2h 43m,Not Rated,5.7,4.7K,4340000.0,1597269.0,504116.0,"['Action', 'Comedy', 'Drama']"
tt1839596,Rockstar,https://www.imdb.com/title/tt1839596,2011,2h 39m,Not Rated,7.8,52K,10920000.0,11219667.0,612235.0,"['Tragedy', 'Tragic Romance', 'Drama', 'Music', 'Romance']"
tt1640548,Rampart,https://www.imdb.com/title/tt1640548,2011,1h 48m,R,5.8,26K,12000000.0,1567905.0,60446.0,"['Crime', 'Drama']"
tt1321860,The Beaver,https://www.imdb.com/title/tt1321860,2011,1h 31m,PG-13,6.6,51K,21000000.0,7294800.0,107577.0,['Drama']
tt1708532,Ready,https://www.imdb.com/title/tt1708532,2011,2h 25m,Not Rated,4.9,20K,,24663361.0,460238.0,"['Action', 'Comedy', 'Romance']"
tt1976608,Sholem Aleichem: Laughing in the Darkness,https://www.imdb.com/title/tt1976608,2011,1h 33m,Unrated,7.2,189,500000.0,906666.0,20247.0,['Documentary']
tt1562568,Higher Ground,https://www.imdb.com/title/tt1562568,2011,1h 49m,R,6.2,3.3K,2000000.0,1043262.0,21495.0,['Drama']
tt1512240,Thin Ice,https://www.imdb.com/title/tt1512240,2011,1h 33m,R,6.2,5.5K,,790421.0,183527.0,"['Dark Comedy', 'Heist', 'Screwball Comedy', 'Workplace Drama', 'Comedy', 'Crime', 'Drama', 'Mystery']"
tt2713406,Meerkats 3D,https://www.imdb.com/title/tt2713406,2011,1h 23m,,7.1,21,,1259616.0,,['Documentary']
tt1233334,Pariah,https://www.imdb.com/title/tt1233334,2011,1h 26m,R,7.2,7.7K,450000.0,769552.0,48579.0,"['Coming-of-Age', 'Teen Drama', 'Drama']"
tt1372686,Coriolanus,https://www.imdb.com/title/tt1372686,2011,2h 3m,R,6.1,34K,,2435325.0,61136.0,"['Tragedy', 'Drama', 'Thriller', 'War']"
tt1567233,Forks Over Knives,https://www.imdb.com/title/tt1567233,2011,1h 30m,PG,7.7,13K,,739561.0,17645.0,"['Food Documentary', 'Documentary']"
tt1627924,Mausam,https://www.imdb.com/title/tt1627924,2011,2h 41m,Not Rated,4.8,5.7K,,1473341.0,459024.0,"['Drama', 'Romance', 'War']"
tt1640459,Hobo with a Shotgun,https://www.imdb.com/title/tt1640459,2011,1h 26m,Not Rated,6.1,49K,3000000.0,748453.0,12046.0,"['B-Action', 'Dark Comedy', 'One-Person Army Action', 'Satire', 'Action', 'Comedy', 'Crime', 'Thriller']"
tt1687281,Terri,https://www.imdb.com/title/tt1687281,2011,1h 45m,R,6.5,10K,,655802.0,65103.0,"['Comedy', 'Drama']"
tt1848771,Aarakshan,https://www.imdb.com/title/tt1848771,2011,2h 44m,,6.2,6K,,8726551.0,344661.0,"['Drama', 'Thriller']"
tt1743720,The Greatest Movie Ever Sold,https://www.imdb.com/title/tt1743720,2011,1h 30m,PG-13,6.6,15K,1800000.0,698249.0,118294.0,"['Comedy', 'Documentary']"
tt1692928,The Last Lions,https://www.imdb.com/title/tt1692928,2011,1h 28m,PG,8.2,4.4K,,635325.0,53344.0,"['Nature Documentary', 'Documentary', 'Family']"
tt1508675,Le Havre,https://www.imdb.com/title/tt1508675,2011,1h 33m,Not Rated,7.2,24K,3850000.0,12959706.0,26363.0,"['Comedy', 'Drama']"
tt1649780,"Peace, Love & Misunderstanding",https://www.imdb.com/title/tt1649780,2011,1h 36m,R,5.9,8.9K,10000000.0,1105020.0,105960.0,"['Comedy', 'Drama', 'Music', 'Romance']"
tt1536048,W.E.,https://www.imdb.com/title/tt1536048,2011,1h 59m,R,6.2,14K,15000000.0,2042203.0,47074.0,"['Drama', 'History', 'Romance']"
tt1235170,The Future,https://www.imdb.com/title/tt1235170,2011,1h 31m,R,6.1,9.3K,1000000.0,887172.0,27137.0,"['Drama', 'Fantasy', 'Romance']"
tt1618430,Dum Maaro Dum,https://www.imdb.com/title/tt1618430,2011,2h 8m,R,6.2,4.2K,,1508912.0,327523.0,"['Action', 'Crime', 'Drama', 'Thriller']"
tt1860355,Undefeated,https://www.imdb.com/title/tt1860355,2011,1h 53m,PG-13,7.7,7.4K,,583844.0,33165.0,"['Football', 'Sports Documentary', 'Documentary', 'Sport']"
tt1931569,The Greatest Miracle,https://www.imdb.com/title/tt1931569,2011,1h 10m,PG,4.6,426,3019382.0,3247466.0,35768.0,"['Animation', 'Drama', 'Family']"
tt1456472,We Have a Pope,https://www.imdb.com/title/tt1456472,2011,1h 42m,Not Rated,6.7,15K,9000000.0,17877523.0,31368.0,"['Satire', 'Comedy', 'Drama']"
tt1728239,Double Dhamaal,https://www.imdb.com/title/tt1728239,2011,2h 18m,,4.0,4.9K,350000000.0,11445869.0,301831.0,"['Comedy', 'Crime', 'Drama']"
tt1586752,Machine Gun Preacher,https://www.imdb.com/title/tt1586752,2011,2h 9m,R,6.7,70K,30000000.0,3338690.0,45130.0,"['True Crime', 'Action', 'Biography', 'Crime', 'Drama']"
tt1772424,Where Do We Go Now?,https://www.imdb.com/title/tt1772424,2011,1h 50m,PG-13,7.4,14K,6700000.0,7507008.0,15382.0,"['Comedy', 'Drama']"
tt1756750,Starbuck,https://www.imdb.com/title/tt1756750,2011,1h 49m,R,7.2,17K,,6509940.0,,"['Comedy', 'Drama', 'Romance']"
tt1686018,Creature,https://www.imdb.com/title/tt1686018,2011,1h 33m,R,3.6,3.1K,3000000.0,533235.0,327000.0,['Horror']
tt1828995,Delicacy,https://www.imdb.com/title/tt1828995,2011,1h 48m,PG-13,6.6,14K,7000000.0,11597420.0,,"['Comedy', 'Drama', 'Romance']"
tt1740710,Mere Brother Ki Dulhan,https://www.imdb.com/title/tt1740710,2011,2h 19m,Not Rated,5.9,10K,,11983381.0,403017.0,"['Comedy', 'Drama', 'Family', 'Romance']"
tt1714210,Weekend,https://www.imdb.com/title/tt1714210,2011,1h 37m,Not Rated,7.6,33K,120000.0,1192003.0,27245.0,"['Drama', 'Romance']"
tt2071620,The Flat,https://www.imdb.com/title/tt2071620,2011,1h 37m,Not Rated,7.0,1.5K,,583443.0,19916.0,['Documentary']
tt1417592,Pearl Jam Twenty,https://www.imdb.com/title/tt1417592,2011,1h 59m,Not Rated,8.2,8.3K,,471334.0,102448.0,"['Documentary', 'History', 'Music']"
tt1720254,Thank You,https://www.imdb.com/title/tt1720254,2011,2h 5m,Not Rated,4.8,6.5K,,5452347.0,244183.0,['Comedy']
tt1684628,Circumstance,https://www.imdb.com/title/tt1684628,2011,1h 47m,R,5.9,8.1K,1000000.0,555511.0,43318.0,['Drama']
tt1734110,No One Killed Jessica,https://www.imdb.com/title/tt1734110,2011,2h 16m,,7.2,13K,9000000.0,634297.0,227473.0,"['True Crime', 'Biography', 'Crime', 'Drama', 'Thriller']"
tt1795369,National Theatre Live: Frankenstein,https://www.imdb.com/title/tt1795369,2011,2h 10m,,8.5,4.4K,,620167.0,,"['Drama', 'Horror', 'Sci-Fi']"
tt1214962,Seeking Justice,https://www.imdb.com/title/tt1214962,2011,1h 45m,R,6.1,49K,17000000.0,14089528.0,249912.0,"['Action', 'Drama', 'Mystery', 'Thriller']"
tt1814836,Project Nim,https://www.imdb.com/title/tt1814836,2011,1h 33m,PG-13,7.4,8.7K,,612839.0,25820.0,['Documentary']
tt1748207,Sound of My Voice,https://www.imdb.com/title/tt1748207,2011,1h 25m,R,6.6,23K,135000.0,424088.0,36134.0,"['Psychological Thriller', 'Suspense Mystery', 'Drama', 'Mystery', 'Sci-Fi', 'Thriller']"
tt1473063,The Well-Digger's Daughter,https://www.imdb.com/title/tt1473063,2011,1h 47m,Not Rated,7.0,4.3K,12500041.0,13194167.0,10273.0,"['Comedy', 'Drama', 'Romance']"
tt1313139,The Oranges,https://www.imdb.com/title/tt1313139,2011,1h 30m,R,5.8,14K,,2316971.0,198461.0,"['Comedy', 'Drama', 'Romance']"
tt1802197,The Lady,https://www.imdb.com/title/tt1802197,2011,2h 12m,R,7.0,11K,,7832142.0,,"['Biography', 'Drama', 'History', 'Romance']"
tt1948150,Singham,https://www.imdb.com/title/tt1948150,2011,2h 23m,TV-14,6.8,20K,,15086930.0,161063.0,"['Cop Drama', 'One-Person Army Action', 'Action', 'Crime', 'Drama']"
tt1813327,The Salt of Life,https://www.imdb.com/title/tt1813327,2011,1h 30m,Not Rated,6.3,1.9K,,2850852.0,19176.0,"['Comedy', 'Romance']"
tt1324055,The Mill and the Cross,https://www.imdb.com/title/tt1324055,2011,1h 32m,Not Rated,6.9,4.5K,,1116180.0,11354.0,"['Period Drama', 'Drama', 'History']"
tt1410063,The Flowers of War,https://www.imdb.com/title/tt1410063,2011,2h 26m,R,7.5,57K,94000000.0,2855644.0,48448.0,"['Drama', 'History', 'Romance', 'War']"
tt1832370,I Am Eleven,https://www.imdb.com/title/tt1832370,2011,1h 38m,,6.3,279,,644454.0,5800.0,"['Biography', 'Documentary']"
tt1787660,Being Elmo: A Puppeteer's Journey,https://www.imdb.com/title/tt1787660,2011,1h 20m,PG,7.6,7.3K,,310812.0,22963.0,"['Biography', 'Documentary']"
tt1714209,In the Land of Blood and Honey,https://www.imdb.com/title/tt1714209,2011,2h 7m,R,4.7,35K,13000000.0,1203699.0,18854.0,"['Drama', 'Romance', 'War']"
tt1754795,You Will Be My Son,https://www.imdb.com/title/tt1754795,2011,1h 42m,R,6.9,1.2K,,6311661.0,15301.0,"['Drama', 'Thriller']"
tt1319744,The Interrupters,https://www.imdb.com/title/tt1319744,2011,2h 5m,Unrated,7.5,3.6K,,286457.0,7920.0,"['Crime', 'Documentary']"
tt1830786,Rascals,https://www.imdb.com/title/tt1830786,2011,2h 8m,,3.0,3.2K,,652756.0,168082.0,"['Action', 'Comedy', 'Crime', 'Drama']"
tt1592527,The Black Power Mixtape 1967-1975,https://www.imdb.com/title/tt1592527,2011,1h 40m,Not Rated,7.6,2.5K,5500000.0,280256.0,17316.0,"['Documentary', 'History']"
tt1629376,7 Khoon Maaf,https://www.imdb.com/title/tt1629376,2011,2h 17m,,6.3,6.7K,4770000.0,3924850.0,164153.0,"['Comedy', 'Drama', 'Mystery', 'Thriller']"
tt1864288,Conan O'Brien Can't Stop,https://www.imdb.com/title/tt1864288,2011,1h 29m,R,7.0,6.9K,,267965.0,97043.0,"['Comedy', 'Documentary', 'Music']"
tt1720172,Munger Road,https://www.imdb.com/title/tt1720172,2011,1h 26m,PG-13,4.4,1.8K,200000.0,266689.0,36605.0,"['Horror', 'Mystery', 'Thriller']"
tt1613062,The Music Never Stopped,https://www.imdb.com/title/tt1613062,2011,1h 45m,PG,7.5,8.8K,4000000.0,342202.0,76543.0,"['Drama', 'Music']"
tt1663321,Chicken with Plums,https://www.imdb.com/title/tt1663321,2011,1h 33m,PG-13,7.0,10K,12000000.0,3265941.0,11301.0,"['Comedy', 'Drama']"
tt1687247,Life in a Day,https://www.imdb.com/title/tt1687247,2011,1h 35m,PG-13,7.6,16K,,607169.0,45202.0,"['Travel Documentary', 'Documentary', 'Drama']"
tt2025526,War of the Arrows,https://www.imdb.com/title/tt2025526,2011,2h 2m,R,7.1,13K,,50587661.0,24041.0,['Action']
tt1982113,Gerhard Richter Painting,https://www.imdb.com/title/tt1982113,2011,1h 37m,Unrated,7.2,796,,717545.0,13537.0,['Documentary']
tt1836987,Trishna,https://www.imdb.com/title/tt1836987,2011,1h 57m,R,6.0,3.3K,,967672.0,29140.0,['Drama']
tt1925421,Elena,https://www.imdb.com/title/tt1925421,2011,1h 49m,Not Rated,7.3,15K,,2227905.0,9035.0,"['Crime', 'Drama', 'Thriller']"
tt1972663,Into the Abyss,https://www.imdb.com/title/tt1972663,2011,1h 47m,PG-13,7.3,18K,,393714.0,47559.0,"['Crime Documentary', 'Crime', 'Documentary', 'Drama']"
tt2043931,Neil Young Journeys,https://www.imdb.com/title/tt2043931,2011,1h 27m,PG,6.5,839,,221082.0,12025.0,"['Documentary', 'Music']"
tt1566637,The Afflicted,https://www.imdb.com/title/tt1566637,2011,1h 25m,Not Rated,4.5,1.5K,180000.0,212940.0,90272.0,"['Found Footage Horror', 'Horror', 'Thriller']"
tt1661420,Polisse,https://www.imdb.com/title/tt1661420,2011,2h 7m,Not Rated,7.3,16K,,20601245.0,16568.0,"['Crime', 'Drama']"
tt1581845,Somewhere Between,https://www.imdb.com/title/tt1581845,2011,1h 28m,Not Rated,7.8,449,,210975.0,7799.0,['Documentary']
tt1687901,The Awakening,https://www.imdb.com/title/tt1687901,2011,1h 42m,R,6.5,70K,3000000.0,6879667.0,95933.0,"['Supernatural Horror', 'Drama', 'Horror', 'Mystery', 'Thriller']"
tt1628055,Touchback,https://www.imdb.com/title/tt1628055,2011,1h 58m,PG-13,6.5,4.6K,5000000.0,204232.0,66998.0,"['Football', 'Drama', 'Family', 'Fantasy', 'Sport']"
tt1715873,10 Years,https://www.imdb.com/title/tt1715873,2011,1h 40m,PG-13,6.1,28K,,285984.0,22707.0,"['Romantic Comedy', 'Comedy', 'Drama', 'Romance']"
tt1499302,"Filth to Ashes, Flesh to Dust",https://www.imdb.com/title/tt1499302,2011,1h 30m,Not Rated,2.5,342,100000.0,202531.0,86086.0,['Horror']
tt1629705,Blackthorn,https://www.imdb.com/title/tt1629705,2011,1h 42m,R,6.5,11K,,987883.0,15254.0,"['Action', 'Adventure', 'Drama', 'Western']"
tt1231586,A Good Old Fashioned Orgy,https://www.imdb.com/title/tt1231586,2011,1h 35m,R,6.1,24K,5000000.0,1378947.0,117564.0,"['Raunchy Comedy', 'Comedy', 'Romance']"
tt2008006,A Simple Life,https://www.imdb.com/title/tt2008006,2011,1h 58m,Not Rated,7.5,6.4K,30000000.0,4776272.0,43372.0,['Drama']
tt1891757,Bol,https://www.imdb.com/title/tt1891757,2011,2h 31m,Not Rated,8.2,9.3K,,509872.0,62473.0,['Drama']
tt1748062,Jig,https://www.imdb.com/title/tt1748062,2011,1h 39m,PG,6.6,367,,363320.0,70432.0,"['Documentary', 'Musical']"
tt1931549,"The Man Nobody Knew: In Search of My Father, CIA Spymaster William Colby",https://www.imdb.com/title/tt1931549,2011,1h 44m,Not Rated,6.8,597,,183342.0,15411.0,"['Biography', 'Documentary', 'History', 'War']"
tt1307926,Go for It!,https://www.imdb.com/title/tt1307926,2011,1h 45m,PG-13,3.7,1.3K,200000.0,180237.0,119714.0,"['Drama', 'Musical']"
tt1776196,Fullmetal Alchemist: The Sacred Star of Milos,https://www.imdb.com/title/tt1776196,2011,1h 50m,TV-PG,6.9,5.6K,,7621364.0,119300.0,"['Anime', 'Action', 'Adventure', 'Animation', 'Fantasy', 'Sci-Fi']"
tt1703148,The Hunter,https://www.imdb.com/title/tt1703148,2011,1h 40m,R,6.7,42K,,1680778.0,19032.0,"['Adventure', 'Drama', 'Thriller']"
tt1686784,Flying Swords of Dragon Gate,https://www.imdb.com/title/tt1686784,2011,2h 2m,R,5.9,8.7K,35000000.0,3323381.0,95452.0,"['Wuxia', 'Action', 'Adventure']"
tt1242599,Bellflower,https://www.imdb.com/title/tt1242599,2011,1h 46m,R,6.3,8.2K,17000.0,172935.0,22279.0,"['Action', 'Drama', 'Romance']"
tt1690455,Dark Horse,https://www.imdb.com/title/tt1690455,2011,1h 26m,Not Rated,5.9,6.5K,2000000.0,337150.0,13551.0,"['Comedy', 'Drama']"
tt1498569,Restless,https://www.imdb.com/title/tt1498569,2011,1h 31m,PG-13,6.7,19K,8000000.0,2518012.0,15467.0,"['Drama', 'Romance']"
tt2011183,Pastorela,https://www.imdb.com/title/tt2011183,2011,1h 28m,R,6.3,1K,,3179022.0,82175.0,"['Comedy', 'Fantasy', 'Romance']"
tt2043814,Crazy Horse,https://www.imdb.com/title/tt2043814,2011,2h 14m,Not Rated,6.5,891,,252894.0,7963.0,['Documentary']
tt1549589,Elles,https://www.imdb.com/title/tt1549589,2011,1h 39m,NC-17,5.6,7.7K,4000000.0,3822241.0,24286.0,['Drama']
tt1235790,Magic Trip: Ken Kesey's Search for a Kool Place,https://www.imdb.com/title/tt1235790,2011,1h 47m,R,6.8,1.7K,,155005.0,14367.0,['Documentary']
tt1583737,Unforgivable,https://www.imdb.com/title/tt1583737,2011,1h 51m,R,5.8,833,,1351146.0,27857.0,['Drama']
tt1365048,3-D Sex and Zen: Extreme Ecstasy,https://www.imdb.com/title/tt1365048,2011,2h 9m,Not Rated,4.2,3K,3500000.0,10308238.0,903.0,"['Raunchy Comedy', 'Comedy', 'Drama']"
tt1972646,Eames: The Architect & The Painter,https://www.imdb.com/title/tt1972646,2011,1h 25m,Not Rated,7.1,1.2K,,163358.0,,"['Biography', 'Documentary']"
tt1827487,Once Upon a Time in Anatolia,https://www.imdb.com/title/tt1827487,2011,2h 37m,Not Rated,7.8,52K,,2099472.0,10952.0,"['Cop Drama', 'Police Procedural', 'Psychological Thriller', 'Crime', 'Drama', 'Thriller']"
tt1821593,Bullhead,https://www.imdb.com/title/tt1821593,2011,2h 9m,R,7.3,25K,2000000.0,4483147.0,32267.0,"['Crime', 'Drama']"
tt1699513,Beginning of the Great Revival,https://www.imdb.com/title/tt1699513,2011,2h 4m,Not Rated,3.1,6.4K,,58320429.0,65866.0,"['Drama', 'History']"
tt1413496,Revenge of the Electric Car,https://www.imdb.com/title/tt1413496,2011,1h 30m,PG-13,7.1,1.9K,,151272.0,17482.0,['Documentary']
tt1375669,Simon och ekarna,https://www.imdb.com/title/tt1375669,2011,2h 2m,Not Rated,6.5,3.1K,,4505573.0,9964.0,['Drama']
tt1525838,Gun Hill Road,https://www.imdb.com/title/tt1525838,2011,1h 26m,R,6.5,1.3K,,148994.0,37963.0,['Drama']
tt1650453,I Wish,https://www.imdb.com/title/tt1650453,2011,2h 8m,PG,7.4,8.1K,,2371548.0,10919.0,['Drama']
tt1440345,This Must Be the Place,https://www.imdb.com/title/tt1440345,2011,1h 58m,R,6.7,38K,25000000.0,11928909.0,7754.0,"['Dark Comedy', 'Road Trip', 'Adventure', 'Comedy', 'Drama']"
tt1530509,The Human Centipede 2 (Full Sequence),https://www.imdb.com/title/tt1530509,2011,1h 31m,Not Rated,3.8,45K,,170323.0,49456.0,"['Body Horror', 'Splatter Horror', 'Horror']"
tt1772872,Game,https://www.imdb.com/title/tt1772872,2011,2h 15m,Not Rated,5.2,2.6K,,1764828.0,83783.0,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']"
tt1646980,The Double,https://www.imdb.com/title/tt1646980,2011,1h 38m,PG-13,5.9,32K,13500000.0,4729855.0,26640.0,"['Action', 'Adventure', 'Drama', 'Mystery', 'Thriller']"
tt1815799,Beloved,https://www.imdb.com/title/tt1815799,2011,2h 13m,Not Rated,6.1,2.6K,6810000.0,2056212.0,25825.0,"['Comedy', 'Drama', 'Musical', 'Romance']"
tt2007993,Warriors of the Rainbow: Seediq Bale I,https://www.imdb.com/title/tt2007993,2011,2h 24m,Not Rated,7.5,7.4K,23000000.0,4670432.0,57183.0,"['Action', 'Drama', 'History']"
tt1206483,Red Lips,https://www.imdb.com/title/tt1206483,2011,1h 33m,R,5.2,408,2000000.0,1889869.0,73476.0,['Comedy']
tt1772230,1911,https://www.imdb.com/title/tt1772230,2011,1h 39m,R,5.7,6.6K,18000000.0,3807134.0,55850.0,"['Drama', 'History', 'War']"
tt1865425,Kumaré,https://www.imdb.com/title/tt1865425,2011,1h 24m,Not Rated,7.5,5.3K,,132160.0,9601.0,"['Faith & Spirituality Documentary', 'Documentary']"
tt1847731,Tomboy,https://www.imdb.com/title/tt1847731,2011,1h 22m,Not Rated,7.4,23K,1000000.0,1424716.0,7078.0,['Drama']
tt1695405,The Loneliest Planet,https://www.imdb.com/title/tt1695405,2011,1h 53m,Not Rated,5.6,4.4K,,268933.0,15689.0,"['Drama', 'Thriller']"
tt1787127,The Forgiveness of Blood,https://www.imdb.com/title/tt1787127,2011,1h 49m,Not Rated,6.8,2.1K,,155383.0,26724.0,['Drama']
tt1650407,"Turn Me On, Dammit!",https://www.imdb.com/title/tt1650407,2011,1h 16m,Not Rated,6.3,9.8K,17500000.0,1743743.0,10145.0,"['Comedy', 'Romance']"
tt1667150,What Women Want,https://www.imdb.com/title/tt1667150,2011,1h 56m,Not Rated,5.5,1.4K,5000000.0,11838177.0,53224.0,"['Comedy', 'Romance', 'Sci-Fi']"
tt2011232,Sigur Rós: Inni,https://www.imdb.com/title/tt2011232,2011,1h 14m,,7.8,722,,123482.0,14903.0,"['Documentary', 'Music']"
tt1787816,The Last Mountain,https://www.imdb.com/title/tt1787816,2011,1h 35m,PG,7.8,312,,122961.0,17570.0,['Documentary']
tt1912398,God Bless America,https://www.imdb.com/title/tt1912398,2011,1h 45m,R,7.1,73K,,393880.0,27308.0,"['Dark Comedy', 'Parody', 'Satire', 'Comedy', 'Crime', 'Drama']"
tt1961604,The Undefeated,https://www.imdb.com/title/tt1961604,2011,1h 58m,PG-13,1.9,2K,1000000.0,116381.0,65132.0,"['Biography', 'Documentary']"
tt1605777,The Woman in the Fifth,https://www.imdb.com/title/tt1605777,2011,1h 24m,R,5.3,7.2K,,662887.0,33011.0,"['Drama', 'Mystery', 'Thriller']"
tt1652287,35 and Ticking,https://www.imdb.com/title/tt1652287,2011,1h 44m,R,5.5,1.8K,,113794.0,29808.0,"['Comedy', 'Romance']"
tt2113113,"Wild Horse, Wild Ride",https://www.imdb.com/title/tt2113113,2011,1h 46m,PG,7.4,265,,111205.0,3610.0,"['Documentary', 'Western']"
tt1650058,The Perfect Family,https://www.imdb.com/title/tt1650058,2011,1h 24m,PG-13,5.6,1.6K,,110313.0,14300.0,"['Comedy', 'Drama']"
tt2125423,5 Broken Cameras,https://www.imdb.com/title/tt2125423,2011,1h 34m,Not Rated,7.9,6.8K,,146475.0,6674.0,"['Documentary', 'War']"
tt1349451,Butter,https://www.imdb.com/title/tt1349451,2011,1h 30m,R,6.2,23K,,175706.0,70931.0,"['Comedy', 'Drama']"
tt1845804,In the Family,https://www.imdb.com/title/tt1845804,2011,2h 49m,Not Rated,7.1,1K,,101934.0,,"['Drama', 'Romance']"
tt1736633,"Oslo, August 31st",https://www.imdb.com/title/tt1736633,2011,1h 35m,Not Rated,7.6,31K,,1481665.0,9564.0,['Drama']
tt1181614,Wuthering Heights,https://www.imdb.com/title/tt1181614,2011,2h 9m,Not Rated,6.0,11K,5000000.0,1742215.0,8956.0,"['Drama', 'Romance']"
tt1680045,360,https://www.imdb.com/title/tt1680045,2011,1h 50m,R,6.1,18K,,4396975.0,12186.0,"['Crime', 'Drama', 'Mystery', 'Romance', 'Thriller']"
tt1618447,Goodbye First Love,https://www.imdb.com/title/tt1618447,2011,1h 50m,Not Rated,6.7,5.8K,3600000.0,514913.0,21077.0,"['Drama', 'Romance']"
tt1884268,Chalo Dilli,https://www.imdb.com/title/tt1884268,2011,2h 35m,Not Rated,6.8,3.6K,,191185.0,38268.0,"['Comedy', 'Drama']"
tt1740799,My Reincarnation,https://www.imdb.com/title/tt1740799,2011,1h 30m,Not Rated,6.2,264,,96115.0,6498.0,"['Adventure', 'Biography', 'Documentary', 'Family']"
tt2063008,The Road,https://www.imdb.com/title/tt2063008,2011,1h 50m,R,5.6,1.8K,300000.0,942041.0,56692.0,"['Crime', 'Drama', 'Horror', 'Thriller']"
tt1791500,Evil Bong 3: The Wrath of Bong,https://www.imdb.com/title/tt1791500,2011,1h 27m,R,3.7,794,,91260.0,24775.0,"['Stoner Comedy', 'Comedy', 'Horror', 'Sci-Fi']"
